gene_symbol,adrenal gland,blood,bone marrow,brain,cecum,ganglia,heart,kidney,liver,lung,lymph nodes,muscle,ovary,palatine tonsil,pancreas,placenta,prostate,salivary gland,skin,testis,thymus gland,thyroid gland,tongue,trachea,uterus
KATNA1,37.86035,68.9415,57.9316,49.9893578947368,51.1848,69.40035,51.05145,40.1774,37.3281,53.8724,58.4421,78.83025,69.1104,59.3191,62.98995,56.4043,65.7543,54.8784,64.1242,183.9041,75.4785,65.0342,60.2728,43.42,74.7395
GEMIN4,28.92565,38.9923,33.4374,26.5457263157895,39.3494,20.7277,40.7693,19.6778,51.6158,60.4602,11.886,39.41275,22.596,30.7209,16.85125,25.9959,39.2254,28.0199,28.2709,151.8055,52.1636,38.9204,31.2416,31.0842,31.5264
RUNX1T1,37.70145,25.9701,54.8466,48.5387684210526,66.7483,71.272525,50.06085,35.9216,45.6994,34.3334,33.3026,31.3296,46.8767,32.8682,39.0769,36.6585,22.1796,43.3016,51.4098,33.4512,24.9718,29.8611,46.8823,48.0722,44.8133
ETFDH,26.5163,12.5141,11.5239,24.4875105263158,13.1239,22.546325,31.1641,32.3838,35.7106,20.3163,15.3904,17.6983,29.921,16.249,33.8984,26.8931,25.1962,15.2694,36.3726,22.0560333333333,16.1664,31.0218,38.1395,23.7437,30.4969
GLS2,40.23225,24.7313,39.7931,95.5113631578947,13.301,45.06145,39.3947,34.7455,311.0367,19.6031,36.2091,34.8707,30.496,23.2998,80.70475,32.4488,23.8438,37.3108,29.0452,26.0303666666667,24.1115,9.6351,39.5168,53.4997,17.1377
CDH6,18.6864,12.6374,16.3763,26.7700315789474,20.8423,38.168125,35.239,38.3598,30.8444,13.9994,12.4163,39.1306,25.6341,18.8439,23.3532,12.4067,22.3207,23.1945,28.5466,14.6228,13.1243,16.1325,22.0007,18.0086,18.5937
PCDH7,32.63725,22.5333,28.9492,36.8283157894737,48.7473,43.392375,30.8602,27.8989,35.3435,23.1093,26.7149,25.78435,38.9997,25.3196,31.4615,21.316,28.7675,31.7002,40.6949,19.0826333333333,26.974,21.5525,32.2307,32.3267,37.2886
VAV2,23.48945,6.5539,11.5969,8.55794210526316,7.5582,18.03185,14.6533,15.0394,7.0664,12.5825,12.5723,8.25285,16.2024,12.0448,15.80955,12.3711,13.4844,5.5778,19.5271,5.93633333333333,9.6446,11.5224,5.2088,12.3994,10.1942
CORO2A,13.4571,24.9139,35.2817,21.1830473684211,13.2567,15.929875,18.70985,24.2028,54.3288,6.5076,5.969,33.8019,14.88,17.6723,13.6785,47.2473,69.7983,12.7423,10.6323,33.6982666666667,33.0125,12.1193,8.2979,35.0309,21.2673
AVIL,30.77025,22.6875,23.8573,23.7779263157895,19.9869,51.389475,28.2804,29.408,40.7638,15.8363,18.5933,15.1654,30.6915,19.3507,19.633,16.1076,10.8518,11.4582,14.8531,13.1421333333333,20.9143,22.9302,18.8459,12.9078,21.6272
RRAGB,23.0251,14.3409,17.5281,28.714052631579,7.7043,21.50045,22.91555,29.5497,15.2341,17.0225,14.7249,17.9761,23.8264,10.5145,19.49355,17.5027,6.1448,23.8324,26.8923,9.35156666666667,8.7099,30.5937,13.9998,20.0195,20.9724
GSPT2,45.2968,47.2703,42.354,58.9568105263158,47.8994,37.47735,43.75885,27.1313,34.0817,35.4715,64.0575,41.9025,29.806,33.2385,37.4987,28.11,43.7618,49.0389,51.6978,77.8091666666667,61.2878,53.759,9.2274,39.289,34.1103
STEAP1,24.2823,30.4859,24.1094,26.1700789473684,45.4641,36.222,40.0579,20.4052,40.4827,27.4251,27.7444,108.92925,68.6735,32.2183,43.5412,16.7652,202.4885,33.7612,40.82,25.2342333333333,26.8519,38.0462,28.3737,62.8294,37.3137
HSPA4L,39.7997,21.4429,17.3954,35.9333947368421,41.8334,41.9501,37.42175,23.5226,16.8401,14.554,12.3539,31.18115,29.553,21.8025,24.91435,19.543,12.1714,29.5247,34.588,219.539333333333,12.9586,11.8902,15.0427,25.4597,22.0283
CR2,17.08225,12.4912,8.4522,8.04149473684211,5.4019,11.39245,8.8906,24.4201,18.2052,12.1978,452.3956,19.76425,8.9694,515.6734,6.567,2.9253,3.8208,63.973,23.5119,6.65923333333333,49.54,20.7777,9.6015,23.2607,10.3593
DNAJC8,74.602,87.4462,115.3545,105.569547368421,88.8915,81.922,62.59475,77.9427,88.2957,69.0943,106.2495,98.11045,103.5238,106.8129,81.0764,104.4383,66.0256,55.1619,64.3917,74.9748333333333,115.6218,68.9252,92.4667,85.2639,66.8225
TYK2,73.0242,211.2091,63.8494,45.7571894736842,13.6375,14.032325,31.1151,53.7053,49.7402,77.3544,126.7423,60.5179,12.0512,118.4079,59.96945,31.318,53.8061,55.8107,14.7398,13.6765333333333,120.6211,72.3178,49.107,34.1666,56.6224
TAGLN,364.61475,24.0005,23.844,104.851068421053,1960.6169,379.5602,414.047,172.2064,117.3184,604.169,465.8934,1366.1857,2192.4451,30.507,158.5405,551.8623,1514.7116,108.0065,205.2143,199.455933333333,133.7284,228.9401,61.8598,606.2917,2357.1393
BTG3,77.14235,35.9817,56.1226,54.6575631578947,93.5643,65.634825,35.6682,50.4146,27.2982,88.1524,45.6514,85.92125,108.6678,64.2172,96.6348,98.2517,56.9923,97.756,99.7225,124.539333333333,74.7774,96.7695,48.5969,75.0614,113.5575
PCP4,90.6137,13.1763,16.1083,579.608394736842,81.0544,57.954625,40.75955,67.5071,19.7194,21.8952,25.4358,23.57055,30.703,19.1039,71.12085,15.8679,179.9839,23.309,38.3838,12.0069666666667,15.7415,323.4345,42.7816,27.7604,188.1849
SV2B,14.82425,11.8062,11.2917,427.1145,12.8316,14.768525,20.0425,12.6588,20.0636,27.2808,12.5619,23.4529,9.4524,16.9483,24.73625,31.9694,36.1727,7.7042,14.3054,9.72676666666667,27.383,6.2466,8.9553,9.2789,13.7633
CSRP3,2.95235,1.804,1.8974,2.16054210526316,3.6839,4.0413,611.2719,2.2956,2.6614,1.699,1.4351,131.92295,2.0929,2.5011,2.04325,1.5487,6.5387,2.5844,3.0405,5.96056666666667,1.5508,66.0833,306.0797,2.021,4.7254
DNASE1L3,79.5529,46.3797,73.4826,36.6084947368421,64.5389,63.8786,53.78035,76.7745,178.9889,54.0487,86.4776,47.0329,55.1964,122.4887,40.7398,40.942,34.1639,43.8046,64.8135,42.6449666666667,55.7432,42.8215,88.8505,47.6654,59.2535
MSX2,10.82405,10.5654,8.3549,11.3046526315789,23.166,25.8717,17.4155,6.3294,18.8935,11.0598,11.2239,17.94685,12.5802,23.6947,12.2963,54.4336,9.0596,23.2,21.1512,15.8613333333333,5.8986,5.2899,15.7266,10.0373,12.841
TRAF6,18.87415,57.3866,44.9016,34.9845315789474,46.456,64.7382,43.07255,41.3205,19.272,25.3093,58.8372,24.73145,33.0718,25.4225,36.8174,40.8068,9.3485,30.9478,56.0791,47.2962,28.4877,7.8745,22.5017,29.5399,24.9309
PCSK5,14.05265,17.302,12.3356,12.3202947368421,35.5607,16.811425,13.9273,7.8031,19.3676,22.7554,17.4494,27.92885,16.6969,19.5317,11.8909,24.8364,15.5808,14.8414,10.6386,17.2888666666667,34.62,16.0947,19.4561,13.0243,19.1239
KCTD17,30.6102,15.8253,11.3183,31.6035,9.7233,13.416675,15.75695,30.5322,27.2906,13.4641,6.0522,22.3443,31.2549,13.2296,11.71185,5.1746,6.0922,7.0499,14.4187,25.728,5.7783,6.1139,18.1374,26.6545,17.4681
RPP38,108.16705,100.6377,71.8372,92.1184105263158,127.6166,71.649325,101.233,83.1794,107.7857,114.4768,97.8125,78.3766,59.3131,100.4229,72.3662,88.5335,118.7069,100.7767,23.5874,205.4959,93.6205,96.7132,139.5672,127.8959,56.8525
KISS1,8.5591,4.0191,9.3147,7.1464052631579,9.1832,10.620825,7.44425,8.4644,9.4181,5.2734,7.0505,9.37675,7.9115,9.626,10.6015,2645.9745,5.9084,7.0663,15.3819,9.98873333333333,3.5477,4.4498,6.9035,6.5969,8.6249
PAGE4,14.8358,8.8603,39.7533,15.6111789473684,18.8976,39.11085,44.11405,6.9151,6.9746,17.9361,2.8285,33.32175,23.5504,20.6342,15.707,1404.8589,59.3863,24.5849,3.6448,18.9005333333333,8.6461,7.8263,65.8047,29.4509,34.8477
FXN,28.5959,34.368,34.1141,27.8982210526316,33.8369,36.775925,35.5242,14.3875,98.7921,58.9535,19.3004,43.8396,19.7787,28.2198,46.0931,42.8963,42.0812,12.595,15.5046,29.0373,34.5208,40.3374,21.9009,14.3759,35.5321
ABHD2,62.1883,113.6428,55.301,41.1929157894737,48.7761,55.01655,36.8673,34.8777,110.6105,90.1413,37.7482,39.55275,39.6436,34.7688,52.1462,32.3197,130.1759,27.9912,40.3975,118.9154,41.8711,34.6154,40.3812,65.4224,41.8518
CHST1,46.26635,32.2214,43.6809,153.868163157895,87.1381,74.8896,89.5949,45.0992,38.3031,51.8207,53.0346,52.2712,60.003,44.1973,42.39895,38.1273,53.8849,76.0446,77.948,70.984,45.0152,156.8153,68.8994,75.4385,69.1527
AQP9,19.14845,1543.8884,158.7744,8.92805789473684,17.5339,11.919975,10.7267,6.7734,295.447,60.2678,9.0471,9.4723,18.3298,13.608,12.0156,21.8046,8.8233,15.0813,8.5266,9.8385,26.4695,3.0992,16.0403,8.9103,8.442
LAMP3,13.75015,7.3075,5.971,12.9885105263158,22.9092,32.06875,34.5733,15.2378,22.5299,811.3076,143.0063,33.1635,18.4218,87.325,36.0178,4.8059,18.4343,84.7303,18.3468,58.2312666666667,91.0288,14.7602,10.6784,57.44,28.3584
PIP4K2A,38.3844,305.2473,427.7328,305.556184210526,47.9348,34.134125,35.1534,37.4,29.5447,61.1414,171.8009,42.34575,61.8774,179.0517,30.5495,65.9914,47.1624,47.7548,34.6729,38.7476666666667,138.6357,50.678,23.1932,52.5146,49.1272
LIPT1,23.94045,51.5406,21.3495,27.0498263157895,60.1554,23.30985,29.7263,24.0611,38.3376,16.7179,56.0919,16.12425,38.7524,52.4246,34.70105,24.0416,29.8441,22.3439,24.2767,54.3572333333333,24.5788,43.5089,59.5133,26.807,35.0306
ANGPT2,4.99065,3.8022,3.4433,6.0645,3.3075,12.630775,7.2938,9.2154,4.1068,2.5486,11.2933,6.8488,3.0933,5.2655,12.59435,12.5001,3.2562,4.2774,6.2273,5.22983333333333,4.3549,4.2387,5.1522,3.0188,8.5187
SNX7,29.7109,17.2411,25.2638,43.3097210526316,41.7183,41.568375,29.6671,60.6109,11.0814,38.9016,23.3768,116.86165,47.8368,19.8279,59.75205,29.6955,67.3167,59.164,32.5484,60.8704333333333,11.0679,68.3022,37.9298,72.8455,82.0547
C1QL1,53.0972,29.7894,60.101,59.6405421052632,45.9158,36.655625,57.55325,50.158,65.0087,47.5972,57.2982,48.0074,44.6515,41.3424,57.42465,35.9702,28.1307,39.0446,18.7245,34.1861666666667,30.7289,37.2804,39.2051,62.4227,42.9476
SERPIND1,19.84685,8.9288,9.7791,19.5398842105263,22.5461,40.263575,11.30135,19.4416,2410.4254,24.7323,10.295,41.4438,17.0879,6.2857,10.98435,6.9445,10.7271,21.8532,19.6499,13.2575666666667,7.4777,10.5878,14.3285,9.8636,13.0259
PYGM,20.11135,21.6256,21.4424,56.1991052631579,24.1312,26.3696,71.77135,43.7766,31.8562,45.1848,34.8365,1181.38,15.524,16.3889,28.04945,22.4068,84.5693,41.5309,20.1503,79.4946666666667,23.7291,358.7432,380.7604,35.2216,41.7264
ROR2,26.86535,5.2751,26.2059,21.0878315789474,24.3969,34.853225,34.61045,22.2945,9.1886,7.822,17.4286,22.83495,7.6815,21.9999,21.52365,8.3703,10.8059,31.3077,24.3523,19.6854333333333,25.7897,27.9528,19.9171,39.4924,37.6264
HRH1,35.92765,30.7028,20.0027,42.1695631578947,63.9279,77.208575,33.6724,34.0795,31.1106,55.6355,21.0371,57.81705,41.9032,24.5093,31.8383,49.8715,53.5107,35.0126,55.149,33.4788666666667,44.3354,34.9952,57.9376,37.8781,66.3063
NOS3,11.873,22.128,10.9069,15.4246842105263,6.5354,17.963775,40.5443,16.976,36.8463,28.0822,20.4027,15.05765,14.558,6.5654,4.753,74.6567,9.0596,11.1883,7.3841,31.3818666666667,10.1969,11.5163,17.1852,27.074,14.1114
GGT5,55.92165,3.4254,43.097,20.9996052631579,34.9527,16.048575,27.64415,66.6191,60.0301,19.555,57.2566,37.59955,8.3484,27.9071,17.12895,28.9458,7.3921,53.5044,6.7514,21.5130333333333,18.4182,43.8948,21.0847,35.2089,47.2955
ALG13,22.3153,32.0464,19.1557,29.2043947368421,38.3768,20.77955,21.18855,14.4159,19.9335,20.6877,51.9046,26.21505,32.3129,33.2988,26.06285,15.7532,33.0347,42.1143,34.012,31.4064333333333,27.0502,36.7116,26.4088,24.0276,42.2357
ETV6,25.2213,49.394,33.4108,20.3195105263158,4.1621,32.1114,19.6777,13.509,32.8083,39.8954,26.3717,45.5947,11.1773,18.0508,33.7772,30.1011,30.4481,18.0747,21.6517,15.7298666666667,38.9183,26.4333,3.9902,24.9513,19.9105
VGF,55.29385,31.1481,60.0413,71.6366631578947,33.0045,59.87255,81.78895,82.6032,58.6191,37.3308,41.3046,53.39455,52.2755,39.6064,217.09175,40.438,40.952,81.8841,85.6814,42.1873333333333,28.5514,59.8729,72.969,37.4078,29.5265
FGFR1OP,30.4975,21.5723,22.5658,28.6941684210526,47.8965,50.2461,40.6681,20.3579,17.3372,15.6012,30.3095,25.1469,37.5105,26.141,22.80215,22.8657,12.9942,31.7166,80.7776,97.6655333333333,37.4383,23.7643,41.5951,33.8615,29.9316
MYL3,29.5433,49.4854,15.2458,16.5828842105263,66.9653,44.189725,3489.51475,35.1706,47.1132,36.8499,22.5033,719.39925,67.5005,11.8145,23.71625,12.6845,79.3174,10.9102,54.2756,48.5423666666667,12.0239,77.8047,87.0368,16.1046,16.359
RASGRP1,24.4505,244.5495,4.1133,60.5465368421053,17.2771,24.29525,20.7174,14.8977,15.1652,13.0153,113.2445,14.76355,9.1074,48.7223,16.69025,35.5584,15.0731,32.7962,15.6085,21.4079,82.5738,8.0192,14.1132,21.3541,10.3711
OLFM1,54.74145,24.2593,31.8982,504.517178947368,46.3999,82.780725,48.3528,54.6216,33.9325,44.1376,58.9689,26.47935,52.0302,54.5802,41.26995,21.2105,53.2415,33.2596,48.5471,36.0289333333333,40.0937,33.9139,34.7029,34.853,41.8464
SLC4A1,16.61185,12.6739,1562.3208,18.1993052631579,21.1292,25.363375,40.9259,250.4168,19.3409,13.2076,15.9312,20.46015,12.6032,18.6925,20.1331,62.5622,7.5103,28.6251,38.7899,28.1452666666667,12.0451,9.816,18.7609,17.185,18.9371
PDE9A,11.6803,7.8099,8.492,12.4002526315789,15.1695,15.793425,9.9931,9.6074,11.0126,9.2165,8.3607,11.29065,7.5205,10.2184,13.9192,6.4529,96.7932,9.9288,14.7587,7.28313333333333,8.1575,3.5453,9.5448,6.635,8.9494
ZNF652,13.8487,64.0318,5.0952,14.5740473684211,4.7377,5.931475,3.01465,4.2322,7.5597,29.4607,26.9541,10.73295,7.0375,17.7052,23.48415,19.9978,126.7293,5.5942,3.8053,11.1804333333333,19.0343,28.8813,2.7319,63.5031,25.6978
DSG3,95.61405,61.9766,114.4964,55.2726947368421,87.8289,75.3857,124.3643,84.6909,76.6178,69.7568,55.3848,52.8258,100.5264,346.2066,58.53785,36.2099,45.8363,88.3452,141.3357,52.6230666666667,87.3961,50.1896,392.7198,62.893,58.0265
SMURF2,36.7602,89.1285,25.224,35.1795,37.751,42.5376,25.27835,41.9156,15.8765,28.4028,73.2502,114.67395,32.9798,31.8727,58.56115,46.3501,73.5928,36.7055,38.686,75.8087666666667,70.0189,40.8559,22.5017,58.4442,46.912
SLC44A4,46.53145,20.9633,26.4978,22.0422210526316,8.2445,22.52265,41.22365,66.2507,17.7349,58.0398,11.314,17.33515,20.3997,36.5129,46.7065,33.1248,198.3001,28.0526,27.2417,25.1784,5.7783,6.4154,9.1367,154.1564,11.0909
TRAIP,9.9011,5.3893,10.6283,16.4661631578947,24.5474,20.75745,20.7119,9.0595,7.4679,15.7722,8.6727,11.6616,46.3879,31.5765,19.55035,6.0473,9.204,15.6211,16.4111,28.8165333333333,41.3188,7.9951,11.2225,23.248,25.6919
TRAF1,57.19205,69.1014,50.0897,59.5153315789474,62.9006,78.387825,75.227,50.4178,65.1119,48.5509,160.3309,48.59425,83.1165,103.0722,54.2418,44.15,47.9633,7.737,60.8004,60.7753333333333,66.8961,52.324,76.7438,38.412,47.5491
HOXB5,84.75645,56.0278,86.6983,72.360152631579,107.6962,109.2481,113.0407,98.0582,87.7451,109.9808,52.6602,91.4758,111.5541,60.8083,87.8528,65.7087,82.9609,69.5017,116.0769,77.9796666666667,58.4624,64.9015,75.4969,72.4388,87.4232
PSG7,25.7155,56.3361,15.7368,34.339052631579,21.1646,32.236225,24.753,25.2986,10.9667,8.8959,30.1777,24.2609,45.33,14.7928,37.35735,5476.3045,28.8069,17.6331,60.045,18.3292333333333,32.439,24.4195,26.934,54.542,28.9719
DIAPH2,44.1533,34.2005,27.4974,34.7046736842105,45.3047,56.72305,45.2823,29.0175,38.9073,26.2443,30.4966,61.7437,51.3709,43.4184,40.3514,48.0586,28.8725,55.6254,54.3574,54.8262666666667,24.9258,20.5325,47.5011,40.7889,46.6918
HOXD9,19.47855,26.6038,36.2769,14.2289315789474,14.067,24.9448,27.15295,30.9951,16.4615,28.6833,10.1182,23.687,28.2421,15.5003,16.08165,9.4212,30.7829,15.572,18.9086,26.6636333333333,15.0298,12.469,24.9559,15.6724,38.6175
LRP6,38.0863,25.0966,54.8134,45.0116157894737,56.6132,47.755425,26.0028,35.3028,28.2771,25.4856,19.446,30.71475,43.6396,33.329,41.627,58.8318,30.1133,33.4341,41.3441,32.2579,18.9174,18.9869,43.1386,57.4909,52.0356
SCYL3,18.48065,53.8813,10.0047,21.6734736842105,36.3784,20.680525,21.04555,8.7714,14.1099,21.6387,37.249,35.0012,30.611,41.2108,38.7484,30.8325,37.2165,38.4394,19.4516,29.4737666666667,22.7944,40.4941,26.0838,23.909,30.4202
ANGPT1,68.17735,52.2828,77.6291,62.4581263157895,103.6846,115.3522,62.9454,45.5196,60.1046,56.6854,52.681,59.3739,74.0091,53.5353,50.6276,43.6522,55.966,55.4918,83.5285,55.6849666666667,56.6566,56.5989,68.463,74.7712,55.7965
MYOM1,18.24755,19.8444,39.7002,29.6007473684211,47.4566,45.331525,80.53335,27.5942,44.4289,17.8079,37.457,209.0963,22.3085,28.9932,48.6845,26.6596,30.0805,14.5906,46.1739,21.1798666666667,19.714,31.8961,95.7087,40.1152,44.0272
TNFSF12-TNFSF13,51.4731,161.7865,135.6303,53.9511473684211,42.4821,62.10045,72.39615,108.7,61.5127,347.1371,70.9884,37.66395,78.9135,54.0907,47.70935,51.0761,71.8301,79.545,49.9226,32.7329,56.3114,80.0356,52.128,141.2486,49.0535
MMRN1,12.0696,14.7748,9.1157,11.5076105263158,59.7126,23.407525,25.0975,9.1351,14.8211,9.8416,31.4048,32.9506,24.6544,22.5265,10.676,12.7337,19.1302,32.2073,29.6873,23.1042666666667,15.3804,48.0431,15.4735,12.4439,26.6299
SYT17,11.3424,6.3712,5.8913,39.8118105263158,21.634,11.895075,10.9106,10.9394,59.5827,52.8145,10.1702,9.10925,9.9123,12.6043,24.30465,11.3571,107.4809,12.088,12.8135,9.58096666666667,8.4549,26.8554,8.5472,18.7103,15.7514
MST1,64.23955,25.953,54.8068,39.4851631578947,78.0745,33.604925,41.34975,223.635,715.6001,69.0115,62.6848,52.204,37.2575,50.3925,146.51425,51.2358,48.1865,79.2915,26.9395,194.5823,59.089,94.7235,82.6725,62.8866,63.92
CPA1,4.821,4.7042,29.5761,4.23472631578947,3.4271,6.5405,17.8288,4.8462,3.3152,3.5263,4.2636,9.14135,2.2998,2.9618,6306.04635,2.0403,7.7203,4.6127,10.2451,7.16833333333333,1.8694,2.3153,4.1829,1.4617,3.9821
GALNT8,47.90325,42.8858,68.3542,57.9688578947368,83.8882,92.41125,57.2941,48.5709,60.3168,44.9604,44.2683,64.17885,54.5294,55.9542,41.43435,26.4568,46.3812,37.2371,74.2135,62.5307333333333,37.633,35.4836,61.3157,53.1692,58.7285
PRRG2,24.92995,33.1577,87.521,36.7655789473684,89.901,37.908825,35.49645,37.6929,46.3332,33.532,16.5759,61.8495,31.4619,56.7358,63.022,48.2798,33.6781,26.057,54.4267,31.5074666666667,20.5001,34.1752,15.9949,58.3933,45.5433
PRRG1,31.9501,25.7132,10.6283,70.7589105263158,55.5771,60.0286,40.0437,39.6578,17.884,26.1588,24.3959,41.1275,37.2805,25.8997,24.51525,60.19,37.9453,20.1684,31.3775,30.1292666666667,18.7368,44.5701,48.6195,36.0097,50.4634
MEOX1,21.2648,10.6644,14.0118,14.2940842105263,35.8559,32.4503,31.4958,10.8733,7.0205,15.083,43.4468,31.6905,22.9985,23.1682,15.6634,4.9534,15.0993,15.9483,47.4392,20.7151666666667,25.556,12.1193,25.9138,22.0913,20.2703
F10,31.29465,12.2172,31.6593,25.5567368421053,41.0541,40.636625,45.6335,13.5468,461.2667,49.9614,30.5105,39.0761,34.2447,12.2258,59.36645,24.8036,31.5248,35.5769,42.8502,36.8226,9.0073,24.3109,25.3357,36.9757,26.6358
ALKBH1,72.4518,80.4737,102.2626,70.3707473684211,104.0433,81.641275,55.10325,89.4049,70.1938,74.2448,67.4267,50.43205,52.9885,69.3894,90.7583,73.3538,61.0013,74.0981,34.0875,90.2079,91.4536,104.0812,36.5242,85.9503,75.4592
SMPD2,8.80655,15.2315,14.0649,9.28450526315789,13.4427,11.924775,16.05055,9.7869,27.7035,14.9387,28.0355,22.994,12.9941,19.0874,16.3002,14.4913,12.6178,14.7051,10.9911,58.5637,22.242,13.4458,24.3154,14.0708,16.5655
ALDH3A1,8.8349,3.8593,15.9491,9.99043684210526,17.0734,12.68325,23.01305,13.8018,7.7088,217.4931,5.8442,8.27925,7.4975,36.3319,9.22615,6.3668,5.2913,9.3563,9.0459,11.4957333333333,5.8207,10.2019,201.427,708.3466,5.4451
CPA3,58.01965,36.172,55.3574,32.8978473684211,70.2861,84.601875,46.15855,19.0637,25.6501,67.6891,143.1102,50.2928,87.7392,86.4365,21.91245,20.3419,58.8348,56.3342,121.3836,47.0951,59.9069,43.1953,65.3853,88.8992,106.2068
CALB1,23.38145,13.7015,15.3255,114.959426315789,33.3764,33.901725,33.3812,172.6363,25.392,9.9218,11.1789,17.378,31.8989,19.6633,45.7454,13.8153,11.4033,23.9224,33.1432,23.9373,14.9449,11.6068,35.912,16.8926,17.6805
CDA,5.39975,426.0034,249.9973,7.79635263157895,14.6204,7.70045,27.7976,12.4982,90.4064,7.7419,39.412,13.1038,3.4498,19.2191,10.5057,45.8584,5.1863,3.5495,4.3247,6.15546666666667,3.6964,3.0027,41.3192,5.0589,17.1024
PRIM2,5.03225,9.8423,8.4788,6.32343684210526,4.0381,19.36915,14.13,2.7585,4.21,3.5904,5.6986,3.81845,8.0035,2.2543,4.1985,5.3098,36.6323,7.8024,9.3198,8.11986666666667,6.1606,4.6065,7.6971,4.5632,17.6333
CRH,18.80095,12.8794,18.3905,47.2232052631579,12.6147,30.300425,15.8098,18.5394,15.8306,11.5086,9.411,22.79185,15.478,21.2924,17.26375,2554.7124,15.3619,17.7721,25.306,13.2814333333333,11.4291,7.5067,8.7853,11.6685,19.9606
KIAA0586,71.773,67.1946,98.879,61.7285894736842,82.1702,70.148175,69.2279,93.3111,66.4426,53.1992,73.4477,66.27275,58.6116,80.4223,67.03575,45.8216,59.7868,77.2796,79.4022,95.8561666666667,67.0341,49.7374,70.7868,91.0346,51.6905
PIP5K1B,56.77905,56.5302,67.1136,65.7114894736842,99.7307,75.82985,71.9457,66.2223,45.3294,59.6107,42.8124,40.1508,68.8689,52.6139,50.9097,55.5132,33.9997,74.1553,91.4697,80.4768333333333,31.5361,42.7853,56.5546,71.5172,67.203
ALAS1,1392.96205,99.9298,137.2391,83.2152210526316,29.5774,23.263025,145.69725,101.9219,525.3347,175.7384,75.3715,72.07,25.8273,52.3588,66.0288,146.0563,91.0292,49.9549,28.1576,65.4997,93.493,83.3398,55.3077,62.8294,49.9561
ZDHHC24,48.10465,88.7631,72.0097,40.9864,45.8095,32.45055,75.84005,53.7997,28.4721,151.9198,71.0664,98.87165,51.0336,66.3617,63.2885,71.2643,86.1974,44.1153,21.8311,39.6866333333333,89.8391,113.7405,81.3915,32.9845,37.1072
KALRN,51.717,28.1338,57.2084,104.036510526316,72.0705,72.18,68.14155,94.4542,47.9047,46.6515,45.9841,57.163,48.0553,38.7755,43.5772,33.2968,35.3324,62.1573,42.1986,47.1794,30.0809,33.9762,58.7198,44.0746,37.4612
SH3GL3,42.7435,61.7406,41.2129,132.417631578947,115.8742,110.33435,89.22475,54.905,52.696,54.2143,40.237,55.1548,99.1081,51.4703,47.0549,48.1651,46.9611,88.0235,109.7567,138.931233333333,60.4593,50.2338,120.5532,63.1387,55.3855
ADGRB3,10.37665,13.5188,13.0034,59.6281210526316,46.2169,34.161175,23.63825,8.6533,10.1522,20.4766,8.2464,17.8511,23.8034,15.9364,9.9466,6.5819,17.0425,20.2911,18.937,14.7295666666667,8.1044,11.9686,23.9527,12.4057,23.043
AOAH,15.21415,166.3137,15.6837,14.8664736842105,7.4829,21.32655,18.94545,12.2148,11.0699,3.5263,11.834,15.50375,10.0733,22.9543,22.09255,7.301,4.0309,34.301,23.7007,7.3748,9.5171,4.1001,10.5764,31.9168,9.9818
ALDH3B1,67.17265,100.8433,82.8902,53.3662473684211,65.327,60.71485,64.7608,73.298,48.9314,146.5823,47.3672,68.9645,61.4519,64.0745,53.33165,48.6793,46.0726,64.7336,56.4616,53.3177333333333,43.9742,38.7878,47.69,82.7409,41.4757
CNTRL,19.2214,83.488,47.5554,33.5633157894737,36.5998,37.31085,44.1834,25.0341,14.5802,15.4997,101.5145,24.8519,79.4827,108.4035,23.03505,11.7381,27.809,61.5521,26.9112,106.935966666667,31.9928,42.7492,38.8934,38.6662,21.7924
PPP2R2B,49.8854,45.4891,55.0191,132.176621052632,79.8235,119.8264,56.93585,79.2495,74.0539,43.0771,48.3551,57.5091,97.2146,65.3827,68.49005,52.975,41.8186,63.6704,100.4448,56.7607666666667,37.1444,40.2891,79.7818,63.2806,67.436
SNRPG,141.02865,235.4608,145.4525,87.1398684210526,81.568,60.51785,95.0445,128.4203,76.8013,141.4691,155.1314,202.06645,99.6524,206.1772,171.22475,177.9273,124.0114,119.3257,73.2834,167.075866666667,299.3859,120.59,83.296,102.0676,79.7362
REPS2,16.6114,97.1667,15.4316,10.1236263157895,10.9277,10.29945,8.79795,8.6628,13.7543,20.0519,6.3434,12.27745,24.5624,4.7225,7.16635,4.1298,24.172,8.0641,4.5702,6.66533333333333,6.4368,3.7986,6.4841,4.8809,7.4686
PAX6,9.06925,19.7759,12.1409,77.5836157894737,15.8779,21.17205,20.3544,9.8719,18.9394,6.0108,6.7177,28.74065,7.1525,12.4727,202.78075,14.5528,8.4162,10.4195,9.3292,21.0278,6.4156,11.5043,13.3423,6.9147,20.3883
RAD52,14.12225,7.4978,13.2378,11.5950631578947,12.2944,19.544925,18.2175,9.7239,10.1866,4.6643,5.9482,10.63325,10.4336,15.8952,9.57765,11.5578,10.7796,19.7431,10.5316,13.0264,9.2551,17.7187,10.036,14.2022,16.9431
WNT2,15.69005,30.8056,37.5109,33.0604736842105,106.8062,50.97405,46.51475,48.4339,52.608,68.7951,8.0488,27.3553,54.9204,18.5115,23.543,138.8536,25.2356,21.9186,79.185,34.4522333333333,15.784,10.6119,41.5119,30.3406,46.2926
